,Unnamed: 0,tweet_id,label,text,n2v,bert_embeddings
259,259,676870737932742656,0,plumber suing car dealership for 1m after truck he traded in ends up in hands of isis ,"[-8.7948414e-03  2.2183473e-03 -8.6330209e-04 -9.2987129e-03
 -9.5483335e-03 -1.5261975e-03  4.4900100e-03  3.8069829e-03
 -6.6247722e-03 -6.9771097e-03 -5.0315005e-03 -2.3272259e-03
 -7.2878581e-03 -9.7214598e-03 -2.7476782e-03 -8.4182639e-03
 -6.0572936e-03 -5.7533248e-03 -2.3965219e-03 -1.8622241e-03
 -9.0098009e-03 -7.2739267e-04  8.2089622e-03  7.7362754e-03
 -7.3277266e-03 -3.6737865e-03  3.0821338e-03 -9.5876567e-03
  1.4432973e-03  6.4818123e-03  5.7724533e-03 -8.7753972e-03
 -4.4307448e-03 -8.1495624e-03  6.6692999e-05  9.4683422e-03
  6.0207737e-03  5.1381560e-03  4.9767937e-03 -3.2600297e-03
  9.6936226e-03 -7.4296859e-03 -7.4221487e-03 -2.3070339e-03
 -7.7859173e-04 -3.2999185e-03 -6.5040233e-04  7.5978758e-03
 -6.7606533e-04 -1.5742055e-03  2.7331933e-03 -8.3586536e-03
  7.9878438e-03  8.5950186e-03 -9.6215094e-03  2.4988230e-03
  9.8913983e-03 -7.6778037e-03 -6.9667874e-03 -7.8168046e-03
  8.5217282e-03 -7.0592423e-04  9.2509957e-03 -8.2099773e-03
  3.7738751e-03  2.6523226e-03  7.2797568e-04  2.4355953e-03
 -7.5364639e-03 -9.4302315e-03  2.3676450e-03  6.2510227e-03
  8.0525577e-03  5.7734149e-03 -7.1295747e-04  8.4614763e-03
 -9.3759550e-03  3.4396960e-03  3.0815334e-04  3.9217826e-03
  7.4163834e-03 -6.7763198e-03  5.6450572e-03 -9.5400326e-03
 -7.9450145e-04 -8.7438235e-03 -5.0420729e-03  9.3571721e-03
 -1.8067039e-03  2.9679555e-03  9.2053646e-03  8.9944508e-03
 -8.2718963e-03 -2.8853919e-03  1.0023188e-02  5.1214835e-03
 -1.6529759e-03 -8.7133879e-03  2.9962377e-03 -6.7435168e-03]","tf.Tensor(
[[-0.7080324  -0.39536268 -0.31530678 ... -0.10291397  0.28608298
   0.1318788 ]
 [ 0.50366277 -0.7807191  -0.26574665 ...  0.53002846  0.39783746
  -0.36520535]
 [-0.17566079 -0.4260161  -0.05993502 ... -0.18335943 -0.78545743
  -0.28061166]
 ...
 [-0.01848539 -0.04894144  0.34875736 ... -0.36564896 -0.07834798
  -0.20988391]
 [-0.09760739 -0.02506565  0.39361042 ... -0.4393434  -0.05591177
  -0.17623919]
 [-0.04858067 -0.06056969  0.378847   ... -0.3116582  -0.05847702
  -0.13679749]], shape=(34, 768), dtype=float32)"
260,260,649881917534433280,1,pope francis meeting wasnt an endorsement of kim davis vatican says ,"[-7.19978882e-04 -5.31149050e-03  7.24681513e-03 -1.56647861e-02
  7.88242649e-03  9.15155653e-03 -6.12001959e-03  7.08059361e-03
  1.14717623e-02 -3.94233223e-03 -8.05692933e-03 -5.08704502e-03
 -6.22645812e-03 -7.28075672e-03 -2.67558848e-03 -1.15048727e-02
  2.12801693e-04 -9.71717178e-04  8.73093214e-03 -3.94675508e-03
 -6.80099288e-03  4.68747370e-04 -2.60729971e-03  1.34519814e-02
 -7.13032950e-03  1.02452496e-02 -6.30260771e-03  8.69712327e-03
 -1.73126245e-04  1.04726600e-02 -9.29840188e-03  3.73787386e-03
 -2.83660670e-03  2.55483040e-03 -8.04383587e-03 -1.03917485e-02
 -1.35544511e-02 -1.01854512e-02 -4.28027567e-03 -1.96394831e-04
  1.47715313e-04  5.78251248e-03  2.03666952e-03  1.50342355e-03
 -6.94403844e-03 -1.43195800e-02  1.02025308e-02 -1.21759567e-02
 -8.51273071e-03  1.27763511e-03  8.94559547e-03 -8.00155196e-03
  2.33072904e-03 -9.62919276e-03 -3.04629700e-03 -6.45228429e-03
 -9.39009432e-03  2.28759320e-03  1.40743656e-02  2.39026709e-03
 -8.30140524e-03 -8.58244393e-03  1.34980427e-02  8.36590864e-03
 -6.58574933e-03  9.02181928e-05  1.00737065e-02  1.81291136e-03
 -1.50182946e-02  3.73499031e-04  4.98226937e-03  8.24497920e-03
  3.42177553e-03 -5.00557898e-03 -1.54410605e-04  3.69407563e-03
  7.32265553e-03 -6.11879397e-03 -9.65155568e-03  3.41294659e-03
 -9.56500508e-03  3.87702254e-03 -4.11030557e-03  1.32982554e-02
 -3.53661599e-03 -2.44664005e-03  8.09078664e-03  1.57126377e-03
 -3.36862192e-03 -6.09525829e-04  2.80528795e-03 -1.74575904e-03
  6.53730286e-03 -6.89686555e-03  4.27657925e-03 -1.12983922e-03
  1.52389789e-02  8.64556525e-03  1.13241645e-02  6.20521186e-03]","tf.Tensor(
[[-0.8800572  -0.03686754 -0.02011499 ... -0.5349281   0.81257427
   0.24407803]
 [-0.27535844 -0.12901622  0.27681467 ... -0.36333013  0.3599019
   0.9180876 ]
 [ 0.11891375 -0.32728142  1.1389275  ... -0.8586343   0.2949548
   0.7386136 ]
 ...
 [-0.04374681 -0.35076612  0.23929265 ...  0.00558312  0.15642591
   0.18129551]
 [ 0.01650394 -0.3801066   0.29750097 ... -0.03207069  0.14604044
   0.13467203]
 [-0.03652685 -0.3779102   0.32753706 ... -0.08042839  0.1981448
   0.13280892]], shape=(34, 768), dtype=float32)"
261,261,640107106943766528,0,10000 refugees expected in austria today per the red cross about 20 percent are sick or injured ,"[ 7.0558395e-03 -1.5623827e-03  7.9854261e-03 -9.6397419e-03
 -8.0809863e-03 -6.7254961e-03 -4.0233764e-03  5.0930968e-03
 -3.9281943e-03 -8.4161954e-03  8.3957696e-03 -3.8262133e-03
  8.7053878e-03 -4.9444581e-03  3.9736708e-03  4.8964284e-03
  2.4116444e-03 -2.8192911e-03  2.8553298e-03 -8.3647175e-03
 -2.7468312e-03 -2.6484940e-03  7.3538190e-03 -3.5966143e-03
 -6.5850387e-03  4.3760776e-03 -5.0140027e-04 -3.6015750e-03
  6.8821316e-03  3.9482387e-03 -3.8319537e-03  6.9198851e-04
  9.2295818e-03  7.7432306e-03  6.4518135e-03  4.7535398e-03
  2.3589975e-03 -1.7691826e-03 -6.3931858e-03 -3.6607208e-04
 -1.5673756e-03 -6.5865228e-04 -6.3928561e-03  7.5392262e-03
 -6.6163037e-03 -7.3412741e-03 -2.7442595e-03 -1.5527979e-03
 -7.7647138e-03  7.1114162e-04 -5.2999146e-03 -1.3688642e-03
 -7.4478192e-03  1.9738378e-03  3.2730913e-03  1.2678773e-05
 -5.4199062e-03 -1.7609099e-03  7.0858179e-03  3.8042343e-03
 -8.9418031e-03 -3.4625516e-03  2.4196052e-03  2.1452697e-03
 -9.5317997e-03  4.7313236e-03 -8.6318096e-03 -7.4174819e-03
  3.4965363e-03 -3.3709751e-03  3.5693045e-03  8.9694029e-03
 -3.5292588e-03  9.4458330e-03  1.7997565e-03  9.9499514e-03
  5.7856608e-03 -9.2325751e-03 -3.3124215e-03  6.6041639e-03
  5.5836504e-03  8.7221628e-03  6.9862506e-03  8.0514727e-03
 -9.9016363e-03  4.2510964e-03 -5.0715511e-03  3.5179979e-03
  6.1306208e-03  4.3819738e-03  7.6875510e-03  1.5410471e-03
 -1.2299616e-03  5.7642837e-03 -5.6279371e-03  3.0159194e-05
  9.6287522e-03 -5.5454113e-03  3.8189664e-03 -8.1643006e-03]","tf.Tensor(
[[-0.52774745  0.20727628  0.33348727 ... -0.7938619   0.31422606
   0.22807227]
 [ 0.35050634  0.19459154  0.17387678 ... -0.5804686   0.4820156
  -0.14009675]
 [ 0.17562304 -0.08468702  0.7789709  ... -0.34277248  0.03588409
  -0.42521602]
 ...
 [-0.0782463   0.0172345   0.3439539  ... -0.21044138  0.05493704
  -0.01876752]
 [-0.2304774   0.00438874  0.15733571 ... -0.08831789  0.20264018
  -0.04330079]
 [-0.21715713 -0.05939373  0.30680078 ... -0.12702009  0.21963371
   0.01628052]], shape=(34, 768), dtype=float32)"
262,262,640644123339431936,0,did you know that microsoft actually uses dog noses for thumbsticks on the gamecube controller ,"[ 0.00306509  0.00742513 -0.01602969 -0.0326872   0.01174947  0.02009701
 -0.01088279 -0.0077503   0.00232091  0.013661   -0.01257341 -0.00546596
  0.03142525 -0.01441807  0.02504536 -0.01369053 -0.00275837 -0.01221571
  0.00375857 -0.0020359  -0.02293878 -0.00244825 -0.02813228  0.00877495
 -0.00583997 -0.00214952  0.0218169  -0.02096842  0.00557027  0.00631516
  0.01231155  0.01229975 -0.00789899  0.01659462 -0.0225637  -0.00535721
 -0.02185196 -0.00967894 -0.01494187 -0.01626071 -0.01070676 -0.0048458
  0.03609706  0.00480188  0.01728947 -0.01447886  0.0109186  -0.01363015
 -0.02239354 -0.01177868 -0.00066671  0.00436844 -0.00565626 -0.01451856
 -0.01694616 -0.01212032 -0.01684626 -0.00999435  0.00139006 -0.02057833
  0.01065279  0.00053661  0.01223816  0.02171795 -0.01236654 -0.00370551
 -0.01073375  0.00613515 -0.00979931  0.00322473  0.00026329  0.01036473
 -0.00546953 -0.00436104  0.00483828  0.02527805  0.01507077  0.00514642
 -0.00148279  0.01916198  0.02132524 -0.02289488 -0.01804119  0.00345985
  0.00042617  0.00653932 -0.015313    0.03219729  0.0060075  -0.01161856
 -0.00896991  0.01440043 -0.01418559  0.0121166   0.00568645  0.0024022
  0.02131765  0.0078622   0.02356482 -0.03218222]","tf.Tensor(
[[ 0.04619056 -0.03751003 -0.09821002 ... -0.5258065   0.31011143
   0.3190224 ]
 [ 0.54628533 -0.29334986 -0.821946   ...  0.62396306  0.36216992
  -0.24795341]
 [-0.3450912  -0.9606468  -0.61613166 ...  0.02665094  0.82556725
  -0.8741315 ]
 ...
 [ 0.05111819 -0.29537487  0.2769915  ... -0.329719    0.19581725
   0.28535396]
 [-0.1019474  -0.26575527  0.36137745 ... -0.37873867  0.2014451
   0.31452352]
 [ 0.10410644 -0.4579238   0.14727545 ... -0.5369991  -0.04536869
   0.17240453]], shape=(34, 768), dtype=float32)"
263,263,661299012386095105,0,hoods off anonymous announces operation to name kkk members opkkk,"[ 9.7722877e-03  8.2345400e-03  1.2646529e-03  5.1113316e-03
  1.4581996e-03 -6.5025524e-03 -1.4302455e-03  6.5397988e-03
 -4.6211956e-03 -4.0711132e-03  4.9816160e-03  2.7026497e-03
 -1.8373235e-03 -2.8403751e-03  6.0770032e-03 -5.7498831e-03
 -3.2426745e-03 -6.4852647e-03 -4.2666257e-03 -8.6747501e-03
 -4.5090611e-03 -8.5391663e-03  1.3975841e-03 -8.6948685e-03
 -9.9787666e-03 -8.2169436e-03 -6.7722602e-03  6.7133256e-03
  3.8178137e-03  3.6173235e-04 -2.9653155e-03 -7.4545173e-03
  5.4932176e-04  4.6499143e-04  1.3279781e-04  8.7414280e-04
  8.3666778e-04 -7.3399700e-05 -8.0578923e-03 -5.8769993e-03
 -8.3480598e-03 -1.3243015e-03  1.8025178e-03  7.4446788e-03
 -1.9422350e-03 -2.3877562e-03  9.4957110e-03  5.3312855e-05
 -2.4007687e-03  8.6446553e-03  2.7370281e-03 -5.3836745e-03
  6.6018188e-03  4.5158388e-03 -7.0951632e-03 -3.0868532e-04
  8.4297080e-04  5.7466901e-03 -1.7197360e-03 -2.7991163e-03
  1.7868263e-03  8.4403454e-04  1.2537356e-03 -2.6326547e-03
 -5.9993253e-03  7.3571578e-03  7.5630117e-03  8.3575714e-03
 -8.6388914e-03  2.6519166e-03 -3.5517004e-03  9.7007686e-03
  2.9267988e-03  4.6658134e-03  2.4309680e-03  6.6148816e-03
 -5.7618222e-03  7.9484805e-03 -2.4489348e-03 -4.5858836e-03
 -2.1015278e-03  9.7791171e-03 -6.8779965e-03 -2.2036531e-03
  7.0081344e-03 -5.4324009e-05 -6.2994901e-03 -6.3563334e-03
  9.0322364e-03  6.4459429e-03  4.8487294e-03 -3.2220860e-03
 -9.2940694e-03  3.8183657e-03  7.2657149e-03 -5.6567392e-03
 -7.8652361e-03 -2.9770839e-03 -4.9113277e-03 -2.3704472e-03]","tf.Tensor(
[[-0.18580379  0.24267195 -0.01107235 ... -0.6082592  -0.03937823
   0.3048861 ]
 [ 0.8425995   0.30675834  1.0698187  ...  0.24487326  0.3834051
  -0.6873833 ]
 [ 0.26512727 -0.6068308   0.77461565 ...  0.1711885   0.03771115
  -0.5430183 ]
 ...
 [ 0.22348818 -0.30611432  0.69005287 ... -0.2147707  -0.07203888
   0.04969341]
 [ 0.01965983 -0.22905466  0.5829252  ... -0.09213783 -0.08397286
  -0.08754604]
 [ 0.04241454 -0.19765948  0.55926466 ... -0.07984638 -0.08546066
  -0.13371588]], shape=(34, 768), dtype=float32)"
264,264,613061089518034944,0,cops rewarded dylann storm roof with burger king following his arrest for an act of domestic terrorism ,"[ 8.25275667e-03  1.11394012e-02  4.28247871e-03  9.54664405e-03
 -2.04345374e-03 -1.12290904e-02  1.66183640e-03  9.68814362e-03
 -5.60854748e-03 -1.00671565e-02  1.02220364e-02  2.00869585e-03
 -7.25592300e-03 -2.33995938e-03  6.01251284e-03 -4.25446313e-03
 -3.04966583e-03 -1.06162699e-02 -6.46731444e-03 -1.47360703e-02
 -4.32837196e-03 -6.59988262e-03  7.62651395e-03 -1.02619892e-02
 -1.43394498e-02 -6.99476758e-03 -1.10374494e-02  4.65261051e-03
  4.42394242e-03  1.32531626e-03 -2.27782573e-03 -8.43081810e-03
  4.38824762e-03 -1.92984042e-03  8.50536686e-04  3.79438396e-03
  3.86812724e-03 -8.71443481e-04 -1.11269504e-02 -7.23762531e-03
 -3.47123435e-03 -4.05317266e-03 -1.91494892e-03  6.94325473e-03
 -2.06540735e-03 -4.22715442e-03  9.32882540e-03 -2.54413957e-04
  1.47569680e-03  1.22580593e-02  2.17832811e-03 -8.04724172e-03
  9.48002562e-03  8.84065591e-03 -8.48434586e-03  8.47846619e-04
  2.87643704e-03  6.10565860e-03 -2.53397506e-03 -6.96116185e-05
  2.32031452e-03  2.18308787e-03  1.99290854e-03 -6.23751199e-03
 -6.59638876e-03  8.13543703e-03  5.17257443e-03  1.03725241e-02
 -1.19990902e-02  4.44997009e-03 -5.62156597e-03  1.14556225e-02
  6.02802867e-03  8.42538755e-03  5.29279420e-03  4.01260192e-03
 -9.89229325e-03  7.04471860e-03 -3.58218793e-03 -8.12864769e-03
 -5.30588906e-03  1.23810293e-02 -3.46481684e-03 -7.66511715e-04
  5.21397963e-03 -1.18912151e-03 -4.30255570e-03 -6.16232445e-03
  7.54658366e-03  7.62679148e-03  7.22748879e-03 -1.77505112e-03
 -1.37590440e-02  5.33076469e-03  1.10596614e-02 -6.53225742e-03
 -1.06862225e-02 -7.68394629e-03 -6.93659717e-03  8.66397284e-04]","tf.Tensor(
[[-0.17872725  0.03844548  0.11825927 ... -0.15749528  0.38875192
   0.17693232]
 [ 0.8223299  -0.46677682  0.26139003 ...  0.00609514  1.086353
  -0.4775981 ]
 [ 0.10139956 -0.250087    0.33848566 ...  0.05049305  0.5016305
  -0.11609478]
 ...
 [ 0.02429573  0.19217236  0.5163276  ...  0.22278248  0.306692
  -0.19902626]
 [-0.1527643   0.20030917  0.4268982  ...  0.343332    0.37903064
  -0.05603119]
 [-0.11361222  0.2240918   0.40835077 ...  0.26597098  0.1577887
   0.2724776 ]], shape=(34, 768), dtype=float32)"
265,265,672424512516964352,0,johnrlottjrthe number of ppl killed by mass shootings during obamas tenure is 424 casualtiesparis this year alone has 508 casualties,"[-8.13276274e-04 -4.79011377e-03  8.97059496e-03 -1.26855653e-02
 -1.37204835e-02 -2.90352292e-03 -4.39118734e-03  2.52308953e-03
 -3.11171578e-04 -1.06636789e-02 -5.53017017e-03 -1.82638830e-03
  3.52301938e-03 -3.22242547e-03  1.58201698e-02  8.10516253e-03
  1.25002526e-02 -1.95454750e-02  1.57133844e-02 -6.89724041e-03
  9.22771171e-03  6.14551408e-03  7.61458557e-03 -3.03212972e-03
 -2.42540389e-02  1.80232767e-02 -7.06946757e-03 -4.79039550e-03
  1.67421270e-02  3.22944426e-04  1.22168092e-02 -3.61093530e-03
 -1.67795308e-02 -5.74057456e-03  1.93384360e-03  1.23358797e-03
  1.02976896e-02  4.66894079e-03 -2.09192857e-02  4.90312930e-03
  2.52779927e-02  2.38946220e-03  1.30432379e-02 -1.12226531e-02
  4.65842150e-03 -1.86281297e-02 -8.26516282e-03 -9.12827812e-03
 -6.90800883e-03 -3.20223486e-03  1.07229464e-02 -2.04621372e-03
  2.08270061e-03  7.10339146e-03 -9.86790191e-03  8.52496829e-03
  1.58966257e-04  1.03147412e-02  8.87814350e-03 -1.22179240e-02
 -4.32634354e-03 -5.53142745e-03  1.43022845e-02  1.75342243e-02
 -5.18197846e-03  6.49181008e-03 -4.44337586e-03 -6.98280940e-03
  1.20816967e-05  3.99170956e-03 -7.88896997e-03  7.05863675e-03
 -4.43595042e-03  1.32149749e-03  1.04148565e-02 -1.70220606e-04
  4.74279281e-03  6.16142526e-03 -4.93810559e-03  9.14251897e-03
 -8.94972030e-03 -7.07340706e-03  6.95644692e-03  8.38986132e-03
 -4.49538603e-03  1.78580021e-03 -4.93683573e-03  2.46879961e-02
 -9.91312508e-03  5.18537732e-03  8.95569474e-03 -7.02857366e-03
 -1.25021255e-02 -4.90634749e-03 -3.63534060e-03  1.89082755e-03
  1.53565994e-02  3.49025638e-03  5.18038217e-03  8.71498510e-03]","tf.Tensor(
[[-0.57579005 -0.10063751  0.2521842  ... -0.5153805   0.52557826
   0.20098168]
 [-0.32535937 -0.14426903  0.5467878  ... -0.14429551  0.1985336
  -0.37015975]
 [-0.35169318  0.5453815   1.6389326  ... -0.00246552  0.4200949
  -0.4800892 ]
 ...
 [ 0.06390142  0.31681117  0.9095657  ... -0.36124516 -0.02968356
  -0.46738216]
 [-0.30208582  0.09003226 -0.18468964 ... -0.07279298 -0.21108054
  -0.02275104]
 [ 0.22615357  0.17035928 -0.1383961  ... -0.06926278 -0.33937398
   0.08081819]], shape=(34, 768), dtype=float32)"
266,266,628319096606732290,1,whole foods 6 asparagus water is just water with three stalks of asparagus in it ,"[-4.56659496e-03 -9.65767261e-03 -2.16632406e-03 -3.73407640e-03
  9.85732954e-03  2.73435330e-03 -6.35784818e-03 -2.88542709e-03
 -1.05167935e-02  2.00083316e-03 -4.42317547e-03 -3.35615175e-03
  5.41553693e-03  8.19543377e-03  4.74517746e-03 -7.26956502e-03
  7.13023357e-03 -1.04644522e-02 -7.41110975e-03 -9.42489691e-03
 -2.12407205e-03  8.56689294e-04 -4.04852442e-03  1.61884981e-03
  9.66627244e-03  6.99002203e-03 -1.23117981e-03  9.40972939e-03
  1.50285068e-03 -2.23163073e-03 -6.73273858e-03  6.78359997e-03
 -9.41925216e-03 -1.82664569e-03  7.96774495e-03 -2.45211739e-03
  1.73750357e-03 -7.80758075e-03  5.04420325e-03  6.66857511e-03
 -1.00880470e-02 -3.52111831e-03  7.96012301e-03  3.01578711e-03
  4.84236109e-04  4.53028595e-04 -1.08941942e-02  1.06508816e-02
 -1.46022742e-03 -5.18302200e-03  2.55652936e-03  1.01642602e-03
 -6.39004167e-03  5.99410664e-03 -2.72647548e-03 -6.31286530e-03
  7.48386234e-03  6.92044571e-03  8.70029163e-03  1.43827696e-03
  6.67637098e-04 -8.58772080e-03  4.74325567e-03  9.85733420e-03
 -1.06092135e-03 -1.60243583e-03 -4.48106043e-03  8.85865938e-06
 -8.24276078e-03  6.40605157e-03  1.53836445e-03  9.88669228e-03
 -6.41882326e-03 -5.42660803e-03 -6.45614555e-03 -7.98455533e-03
  3.34203825e-03  5.26458630e-03  1.18949113e-03  3.61120491e-03
 -1.01005696e-02 -1.34380325e-03 -8.76899064e-03  3.70535860e-03
 -2.92899087e-03  9.08257905e-03 -3.50036472e-03  7.73000298e-03
  4.70115570e-03  1.59120827e-03  3.18490696e-04  8.62831157e-03
  2.25744140e-03  9.41234920e-03  3.68607789e-03  6.18722988e-03
  5.42151416e-03 -8.29206780e-03 -6.13258453e-03  1.15501054e-03]","tf.Tensor(
[[-0.6037789   0.12209989  0.10053277 ... -0.11888316  0.12833431
   0.30510053]
 [ 0.50252336  0.07904306 -0.27946705 ...  0.4407683   0.4563482
  -0.19972399]
 [ 0.07087241  0.09993143  0.11145467 ...  0.2975193  -0.31745183
  -0.63233787]
 ...
 [ 0.18675941  0.07917614  0.10744888 ...  0.03139272  0.03756641
   0.08009277]
 [ 0.08455472  0.04179442  0.15383905 ...  0.07390767  0.05852819
   0.17097679]
 [ 0.13543923  0.13358234  0.24325773 ...  0.1730834  -0.02926676
   0.33751458]], shape=(34, 768), dtype=float32)"
267,267,524936872666353664,1,more shots fired just off parliament hill police telling everyone to take cover,"[ 1.1881436e-02 -3.2532655e-03 -7.5641315e-04 -1.6777646e-02
 -5.1304754e-03  1.2848299e-02 -1.1475704e-02 -1.1145554e-02
  1.6722316e-02  8.0272795e-05  4.9620308e-03  5.8139331e-04
  8.7244147e-03 -1.7419392e-02  3.6496893e-03  4.9378765e-03
 -1.9648626e-02 -2.0006614e-02  2.0457739e-02  1.8649070e-03
 -1.1620711e-02  3.1549640e-03 -6.8193292e-03  1.7912557e-02
 -2.6198925e-02 -1.1089299e-03 -2.6416063e-04 -1.6669165e-02
  1.9345492e-02 -1.5328305e-02  2.8785239e-03  8.1956666e-03
 -4.4719819e-03  2.0947149e-02 -1.4788021e-03  1.3048621e-02
 -7.4267546e-03  1.8296987e-03 -1.5382590e-02 -9.0832459e-03
  1.3462465e-02 -5.7875854e-03  1.0393028e-02 -9.4186254e-03
  6.6628573e-03 -6.4793560e-03 -5.4838150e-03 -3.4395359e-03
  2.1894941e-04 -1.4845606e-02  2.0596951e-03  1.2610459e-02
  9.7216377e-03  3.8232310e-03 -9.0608187e-03 -2.4782838e-03
 -1.8509449e-02 -2.4008951e-03 -4.4150446e-03 -8.2862899e-03
 -6.0291891e-04 -2.7836650e-03  1.0752882e-02  2.5848947e-03
  1.1476313e-02 -1.2031836e-02 -6.8275281e-03 -8.1786066e-03
 -8.9593288e-03 -5.1270179e-03 -2.9654728e-04 -6.1049783e-03
 -9.8074991e-03 -5.2290121e-03  9.1200219e-03 -7.5515760e-03
 -1.4248261e-02 -6.4042751e-03 -3.5147176e-03  4.7964817e-03
 -2.3025915e-03 -2.6627125e-03 -1.1848238e-02 -2.8652437e-03
 -4.1593052e-04  1.0519745e-02 -6.2363204e-03  1.7178651e-02
 -4.1842046e-03 -1.5103288e-02  2.0508650e-03 -4.6073995e-03
 -9.5630810e-03  3.5661110e-04 -1.6936755e-02 -1.2587672e-02
 -4.9819201e-03  6.0686707e-03  1.4809498e-03 -1.0072483e-02]","tf.Tensor(
[[-0.08400626 -0.04575766  0.27436492 ... -0.25406855  0.09709185
   0.26985356]
 [ 0.69416994 -0.22408283 -0.5749657  ... -0.12299667  0.4319306
   0.05049929]
 [ 0.6753546   0.17854103  0.31918103 ... -1.1969024  -0.34218824
   0.05820386]
 ...
 [ 0.07347418 -0.14117758  0.28570363 ...  0.06200453 -0.08565094
  -0.03276255]
 [ 0.19667166 -0.12013939  0.37224376 ...  0.00295762  0.03088584
  -0.212436  ]
 [-0.08543694 -0.27607682  0.26451698 ... -0.14215857 -0.07566178
  -0.2694118 ]], shape=(34, 768), dtype=float32)"
268,268,673611867181473792,0,what 72 dhs employees found on terrorist watch list ,"[-9.6038971e-03  8.9632059e-03  4.1804314e-03  9.2735579e-03
  6.6439998e-03  2.9320519e-03  9.8623335e-03 -4.4224672e-03
 -6.8654218e-03  4.2325347e-03  3.7407430e-03 -5.7432433e-03
  9.7632781e-03 -3.5981715e-03  9.5870895e-03  8.0694910e-04
 -6.3410853e-03 -1.9990811e-03 -7.4198805e-03 -3.0378271e-03
  1.0554660e-03  9.5127542e-03  9.4056558e-03 -6.6482732e-03
  3.4846999e-03  2.2927474e-03 -2.4924891e-03 -9.2788134e-03
  1.0366371e-03 -8.1869308e-03  6.3604396e-03 -5.8239214e-03
  5.5597317e-03  9.8223835e-03 -1.5472028e-04  4.5932680e-03
 -1.8082595e-03  7.3841773e-03  3.9612837e-03 -9.0397913e-03
 -2.3731256e-03  3.6056377e-03 -1.0403403e-04 -1.1989826e-03
 -1.0416283e-03 -1.6812402e-03  5.6808232e-04  4.2061885e-03
 -4.2546317e-03 -3.8767781e-03 -4.0934752e-05  2.6045504e-04
 -1.3916292e-04 -4.7976803e-03  4.3103015e-03 -2.1604626e-03
  2.1358270e-03  6.7922345e-04  5.9736762e-03 -6.8847383e-03
 -6.8210266e-03 -4.5122667e-03  9.4813993e-03 -1.5985153e-03
 -9.4616609e-03 -5.0887588e-04 -4.4745766e-03  6.0601612e-03
 -9.6165892e-03  2.8581084e-03 -9.2942519e-03  1.2690854e-03
  6.0371761e-03  7.4450406e-03 -7.6456112e-03 -6.0605532e-03
 -6.8455329e-03 -7.9504726e-03 -9.5111812e-03 -2.1102566e-03
 -8.3871314e-04 -7.2966311e-03  6.8030264e-03  1.1197047e-03
  5.8330814e-03  1.4462372e-03  7.8553875e-04 -7.3601846e-03
 -2.1416792e-03  4.3418896e-03 -5.0862762e-03  1.1673520e-03
  2.8769388e-03 -1.5416478e-03  1.0022341e-02  8.3972076e-03
  2.4060642e-03  7.1128672e-03  5.9422548e-03 -5.6367358e-03]","tf.Tensor(
[[-0.23324545 -0.06218825  0.08409662 ... -0.41418296  0.52317446
   0.12638983]
 [ 0.31304163 -0.20510629 -0.46447384 ... -0.05618233  0.61412174
  -0.6441627 ]
 [ 0.8109378  -0.15547925  0.10277715 ... -0.5329161   0.19755086
  -0.3464632 ]
 ...
 [ 0.29223078  0.03124743 -0.0113022  ...  0.19024071  0.31477144
  -0.14891909]
 [ 0.27356398 -0.00114937 -0.04357409 ...  0.17505182  0.23563989
  -0.10987052]
 [ 0.1497201  -0.23696464  0.12779094 ...  0.1129965   0.3474498
  -0.10905445]], shape=(34, 768), dtype=float32)"
